date,LogTitle,message,exception,machinename,appdomain,assembly-version,basedir,callsite,counter,nlogdir,processid,processname,specialfolder,stacktrace,longdate,event-properties,uppercase,logger,url,action
2025/01/20 17:17:40.629,SqlSugar,执行SQL错误事件,"SqlSugar.SqlSugarException: 中文提示 :  连接数据库过程中发生错误，检查服务器是否正常连接字符串是否正确，错误信息：Keyword not supported: 'port'..
English Message : Connection open error . Keyword not supported: 'port'. ",PC-20220610JUCQ,0001:CoreCms.Net.Web.WebApi, 1.0.0.0,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0\,CoreCms.Net.Loging.NLogUtil.WriteFileLog,12,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0,8500,CoreCms.Net.Web.WebApi,C:\Users\Desktop,AdoProvider.ExecuteErrorEvent => <>c.<AddSqlSugarSetup>b__0_1 => NLogUtil.WriteFileLog,2025-01-20 17:17:40.6298,,ERROR,logfile,,
2025/01/20 17:17:40.629,SqlSugar,执行SQL错误事件,"SqlSugar.SqlSugarException: 中文提示 :  连接数据库过程中发生错误，检查服务器是否正常连接字符串是否正确，错误信息：Keyword not supported: 'port'..
English Message : Connection open error . Keyword not supported: 'port'. ",PC-20220610JUCQ,0001:CoreCms.Net.Web.WebApi, 1.0.0.0,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0\,CoreCms.Net.Loging.NLogUtil.WriteFileLog,13,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0,8500,CoreCms.Net.Web.WebApi,C:\Users\Desktop,AdoProvider.ExecuteErrorEvent => <>c.<AddSqlSugarSetup>b__0_1 => NLogUtil.WriteFileLog,2025-01-20 17:17:40.6298,,ERROR,logfile,,
2025/01/20 17:17:40.669,SqlSugar,执行SQL错误事件,"SqlSugar.SqlSugarException: 中文提示 :  连接数据库过程中发生错误，检查服务器是否正常连接字符串是否正确，错误信息：Keyword not supported: 'port'..
English Message : Connection open error . Keyword not supported: 'port'. ",PC-20220610JUCQ,0001:CoreCms.Net.Web.WebApi, 1.0.0.0,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0\,CoreCms.Net.Loging.NLogUtil.WriteFileLog,14,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0,8500,CoreCms.Net.Web.WebApi,C:\Users\Desktop,AdoProvider.ExecuteErrorEvent => <>c.<AddSqlSugarSetup>b__0_1 => NLogUtil.WriteFileLog,2025-01-20 17:17:40.6692,,ERROR,logfile,,
2025/01/20 17:17:40.713,SqlSugar,执行SQL错误事件,"SqlSugar.SqlSugarException: 中文提示 :  连接数据库过程中发生错误，检查服务器是否正常连接字符串是否正确，错误信息：Keyword not supported: 'port'..
English Message : Connection open error . Keyword not supported: 'port'. ",PC-20220610JUCQ,0001:CoreCms.Net.Web.WebApi, 1.0.0.0,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0\,CoreCms.Net.Loging.NLogUtil.WriteFileLog,15,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0,8500,CoreCms.Net.Web.WebApi,C:\Users\Desktop,AdoProvider.ExecuteErrorEvent => <>c.<AddSqlSugarSetup>b__0_1 => NLogUtil.WriteFileLog,2025-01-20 17:17:40.7132,,ERROR,logfile,,
2025/01/20 17:17:40.730,SqlSugar,执行SQL错误事件,"SqlSugar.SqlSugarException: 中文提示 :  连接数据库过程中发生错误，检查服务器是否正常连接字符串是否正确，错误信息：Keyword not supported: 'port'..
English Message : Connection open error . Keyword not supported: 'port'. ",PC-20220610JUCQ,0001:CoreCms.Net.Web.WebApi, 1.0.0.0,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0\,CoreCms.Net.Loging.NLogUtil.WriteFileLog,16,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0,8500,CoreCms.Net.Web.WebApi,C:\Users\Desktop,AdoProvider.ExecuteErrorEvent => <>c.<AddSqlSugarSetup>b__0_1 => NLogUtil.WriteFileLog,2025-01-20 17:17:40.7304,,ERROR,logfile,,
2025/01/20 17:17:40.752,SqlSugar,执行SQL错误事件,"SqlSugar.SqlSugarException: 中文提示 :  连接数据库过程中发生错误，检查服务器是否正常连接字符串是否正确，错误信息：Keyword not supported: 'port'..
English Message : Connection open error . Keyword not supported: 'port'. ",PC-20220610JUCQ,0001:CoreCms.Net.Web.WebApi, 1.0.0.0,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0\,CoreCms.Net.Loging.NLogUtil.WriteFileLog,17,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0,8500,CoreCms.Net.Web.WebApi,C:\Users\Desktop,AdoProvider.ExecuteErrorEvent => <>c.<AddSqlSugarSetup>b__0_1 => NLogUtil.WriteFileLog,2025-01-20 17:17:40.7520,,ERROR,logfile,,
2025/01/20 17:17:55.738,SqlSugar,执行SQL错误事件,"SqlSugar.SqlSugarException: 中文提示 :  连接数据库过程中发生错误，检查服务器是否正常连接字符串是否正确，错误信息：Keyword not supported: 'port'..
English Message : Connection open error . Keyword not supported: 'port'. ",PC-20220610JUCQ,0001:CoreCms.Net.Web.WebApi, 1.0.0.0,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0\,CoreCms.Net.Loging.NLogUtil.WriteFileLog,18,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0,8500,CoreCms.Net.Web.WebApi,C:\Users\Desktop,AdoProvider.ExecuteErrorEvent => <>c.<AddSqlSugarSetup>b__0_1 => NLogUtil.WriteFileLog,2025-01-20 17:17:55.7387,,ERROR,logfile,,
2025/01/20 17:17:55.771,SqlSugar,执行SQL错误事件,"SqlSugar.SqlSugarException: 中文提示 :  连接数据库过程中发生错误，检查服务器是否正常连接字符串是否正确，错误信息：Keyword not supported: 'port'..
English Message : Connection open error . Keyword not supported: 'port'. ",PC-20220610JUCQ,0001:CoreCms.Net.Web.WebApi, 1.0.0.0,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0\,CoreCms.Net.Loging.NLogUtil.WriteFileLog,19,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0,8500,CoreCms.Net.Web.WebApi,C:\Users\Desktop,AdoProvider.ExecuteErrorEvent => <>c.<AddSqlSugarSetup>b__0_1 => NLogUtil.WriteFileLog,2025-01-20 17:17:55.7718,,ERROR,logfile,,
2025/01/20 17:17:55.771,SqlSugar,执行SQL错误事件,"SqlSugar.SqlSugarException: 中文提示 :  连接数据库过程中发生错误，检查服务器是否正常连接字符串是否正确，错误信息：Keyword not supported: 'port'..
English Message : Connection open error . Keyword not supported: 'port'. ",PC-20220610JUCQ,0001:CoreCms.Net.Web.WebApi, 1.0.0.0,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0\,CoreCms.Net.Loging.NLogUtil.WriteFileLog,20,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0,8500,CoreCms.Net.Web.WebApi,C:\Users\Desktop,AdoProvider.ExecuteErrorEvent => <>c.<AddSqlSugarSetup>b__0_1 => NLogUtil.WriteFileLog,2025-01-20 17:17:55.7718,,ERROR,logfile,,
2025/01/20 17:18:10.650,SqlSugar,执行SQL错误事件,"SqlSugar.SqlSugarException: 中文提示 :  连接数据库过程中发生错误，检查服务器是否正常连接字符串是否正确，错误信息：Keyword not supported: 'port'..
English Message : Connection open error . Keyword not supported: 'port'. ",PC-20220610JUCQ,0001:CoreCms.Net.Web.WebApi, 1.0.0.0,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0\,CoreCms.Net.Loging.NLogUtil.WriteFileLog,21,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0,8500,CoreCms.Net.Web.WebApi,C:\Users\Desktop,AdoProvider.ExecuteErrorEvent => <>c.<AddSqlSugarSetup>b__0_1 => NLogUtil.WriteFileLog,2025-01-20 17:18:10.6501,,ERROR,logfile,,
2025/01/20 17:18:10.679,SqlSugar,执行SQL错误事件,"SqlSugar.SqlSugarException: 中文提示 :  连接数据库过程中发生错误，检查服务器是否正常连接字符串是否正确，错误信息：Keyword not supported: 'port'..
English Message : Connection open error . Keyword not supported: 'port'. ",PC-20220610JUCQ,0001:CoreCms.Net.Web.WebApi, 1.0.0.0,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0\,CoreCms.Net.Loging.NLogUtil.WriteFileLog,22,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0,8500,CoreCms.Net.Web.WebApi,C:\Users\Desktop,AdoProvider.ExecuteErrorEvent => <>c.<AddSqlSugarSetup>b__0_1 => NLogUtil.WriteFileLog,2025-01-20 17:18:10.6791,,ERROR,logfile,,
2025/01/20 17:18:10.752,SqlSugar,执行SQL错误事件,"SqlSugar.SqlSugarException: 中文提示 :  连接数据库过程中发生错误，检查服务器是否正常连接字符串是否正确，错误信息：Keyword not supported: 'port'..
English Message : Connection open error . Keyword not supported: 'port'. ",PC-20220610JUCQ,0001:CoreCms.Net.Web.WebApi, 1.0.0.0,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0\,CoreCms.Net.Loging.NLogUtil.WriteFileLog,23,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0,8500,CoreCms.Net.Web.WebApi,C:\Users\Desktop,AdoProvider.ExecuteErrorEvent => <>c.<AddSqlSugarSetup>b__0_1 => NLogUtil.WriteFileLog,2025-01-20 17:18:10.7525,,ERROR,logfile,,
2025/01/20 17:18:25.810,SqlSugar,执行SQL错误事件,"SqlSugar.SqlSugarException: 中文提示 :  连接数据库过程中发生错误，检查服务器是否正常连接字符串是否正确，错误信息：Keyword not supported: 'port'..
English Message : Connection open error . Keyword not supported: 'port'. ",PC-20220610JUCQ,0001:CoreCms.Net.Web.WebApi, 1.0.0.0,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0\,CoreCms.Net.Loging.NLogUtil.WriteFileLog,24,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0,8500,CoreCms.Net.Web.WebApi,C:\Users\Desktop,AdoProvider.ExecuteErrorEvent => <>c.<AddSqlSugarSetup>b__0_1 => NLogUtil.WriteFileLog,2025-01-20 17:18:25.8107,,ERROR,logfile,,
2025/01/20 17:18:25.829,SqlSugar,执行SQL错误事件,"SqlSugar.SqlSugarException: 中文提示 :  连接数据库过程中发生错误，检查服务器是否正常连接字符串是否正确，错误信息：Keyword not supported: 'port'..
English Message : Connection open error . Keyword not supported: 'port'. ",PC-20220610JUCQ,0001:CoreCms.Net.Web.WebApi, 1.0.0.0,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0\,CoreCms.Net.Loging.NLogUtil.WriteFileLog,25,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0,8500,CoreCms.Net.Web.WebApi,C:\Users\Desktop,AdoProvider.ExecuteErrorEvent => <>c.<AddSqlSugarSetup>b__0_1 => NLogUtil.WriteFileLog,2025-01-20 17:18:25.8297,,ERROR,logfile,,
2025/01/20 17:18:25.834,SqlSugar,执行SQL错误事件,"SqlSugar.SqlSugarException: 中文提示 :  连接数据库过程中发生错误，检查服务器是否正常连接字符串是否正确，错误信息：Keyword not supported: 'port'..
English Message : Connection open error . Keyword not supported: 'port'. ",PC-20220610JUCQ,0001:CoreCms.Net.Web.WebApi, 1.0.0.0,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0\,CoreCms.Net.Loging.NLogUtil.WriteFileLog,26,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0,8500,CoreCms.Net.Web.WebApi,C:\Users\Desktop,AdoProvider.ExecuteErrorEvent => <>c.<AddSqlSugarSetup>b__0_1 => NLogUtil.WriteFileLog,2025-01-20 17:18:25.8345,,ERROR,logfile,,
2025/01/20 17:18:25.885,SqlSugar,执行SQL错误事件,"SqlSugar.SqlSugarException: 中文提示 :  连接数据库过程中发生错误，检查服务器是否正常连接字符串是否正确，错误信息：Keyword not supported: 'port'..
English Message : Connection open error . Keyword not supported: 'port'. ",PC-20220610JUCQ,0001:CoreCms.Net.Web.WebApi, 1.0.0.0,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0\,CoreCms.Net.Loging.NLogUtil.WriteFileLog,27,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0,8500,CoreCms.Net.Web.WebApi,C:\Users\Desktop,AdoProvider.ExecuteErrorEvent => <>c.<AddSqlSugarSetup>b__0_1 => NLogUtil.WriteFileLog,2025-01-20 17:18:25.8854,,ERROR,logfile,,
2025/01/20 17:18:40.929,SqlSugar,执行SQL错误事件,"SqlSugar.SqlSugarException: 中文提示 :  连接数据库过程中发生错误，检查服务器是否正常连接字符串是否正确，错误信息：Keyword not supported: 'port'..
English Message : Connection open error . Keyword not supported: 'port'. ",PC-20220610JUCQ,0001:CoreCms.Net.Web.WebApi, 1.0.0.0,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0\,CoreCms.Net.Loging.NLogUtil.WriteFileLog,28,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0,8500,CoreCms.Net.Web.WebApi,C:\Users\Desktop,AdoProvider.ExecuteErrorEvent => <>c.<AddSqlSugarSetup>b__0_1 => NLogUtil.WriteFileLog,2025-01-20 17:18:40.9294,,ERROR,logfile,,
2025/01/20 17:18:40.960,SqlSugar,执行SQL错误事件,"SqlSugar.SqlSugarException: 中文提示 :  连接数据库过程中发生错误，检查服务器是否正常连接字符串是否正确，错误信息：Keyword not supported: 'port'..
English Message : Connection open error . Keyword not supported: 'port'. ",PC-20220610JUCQ,0001:CoreCms.Net.Web.WebApi, 1.0.0.0,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0\,CoreCms.Net.Loging.NLogUtil.WriteFileLog,29,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0,8500,CoreCms.Net.Web.WebApi,C:\Users\Desktop,AdoProvider.ExecuteErrorEvent => <>c.<AddSqlSugarSetup>b__0_1 => NLogUtil.WriteFileLog,2025-01-20 17:18:40.9602,,ERROR,logfile,,
2025/01/20 17:18:40.960,SqlSugar,执行SQL错误事件,"SqlSugar.SqlSugarException: 中文提示 :  连接数据库过程中发生错误，检查服务器是否正常连接字符串是否正确，错误信息：Keyword not supported: 'port'..
English Message : Connection open error . Keyword not supported: 'port'. ",PC-20220610JUCQ,0001:CoreCms.Net.Web.WebApi, 1.0.0.0,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0\,CoreCms.Net.Loging.NLogUtil.WriteFileLog,30,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0,8500,CoreCms.Net.Web.WebApi,C:\Users\Desktop,AdoProvider.ExecuteErrorEvent => <>c.<AddSqlSugarSetup>b__0_1 => NLogUtil.WriteFileLog,2025-01-20 17:18:40.9602,,ERROR,logfile,,
2025/01/20 17:18:55.979,SqlSugar,执行SQL错误事件,"SqlSugar.SqlSugarException: 中文提示 :  连接数据库过程中发生错误，检查服务器是否正常连接字符串是否正确，错误信息：Keyword not supported: 'port'..
English Message : Connection open error . Keyword not supported: 'port'. ",PC-20220610JUCQ,0001:CoreCms.Net.Web.WebApi, 1.0.0.0,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0\,CoreCms.Net.Loging.NLogUtil.WriteFileLog,31,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0,8500,CoreCms.Net.Web.WebApi,C:\Users\Desktop,AdoProvider.ExecuteErrorEvent => <>c.<AddSqlSugarSetup>b__0_1 => NLogUtil.WriteFileLog,2025-01-20 17:18:55.9797,,ERROR,logfile,,
2025/01/20 17:18:55.996,SqlSugar,执行SQL错误事件,"SqlSugar.SqlSugarException: 中文提示 :  连接数据库过程中发生错误，检查服务器是否正常连接字符串是否正确，错误信息：Keyword not supported: 'port'..
English Message : Connection open error . Keyword not supported: 'port'. ",PC-20220610JUCQ,0001:CoreCms.Net.Web.WebApi, 1.0.0.0,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0\,CoreCms.Net.Loging.NLogUtil.WriteFileLog,32,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0,8500,CoreCms.Net.Web.WebApi,C:\Users\Desktop,AdoProvider.ExecuteErrorEvent => <>c.<AddSqlSugarSetup>b__0_1 => NLogUtil.WriteFileLog,2025-01-20 17:18:55.9962,,ERROR,logfile,,
2025/01/20 17:18:56.037,SqlSugar,执行SQL错误事件,"SqlSugar.SqlSugarException: 中文提示 :  连接数据库过程中发生错误，检查服务器是否正常连接字符串是否正确，错误信息：Keyword not supported: 'port'..
English Message : Connection open error . Keyword not supported: 'port'. ",PC-20220610JUCQ,0001:CoreCms.Net.Web.WebApi, 1.0.0.0,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0\,CoreCms.Net.Loging.NLogUtil.WriteFileLog,33,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0,8500,CoreCms.Net.Web.WebApi,C:\Users\Desktop,AdoProvider.ExecuteErrorEvent => <>c.<AddSqlSugarSetup>b__0_1 => NLogUtil.WriteFileLog,2025-01-20 17:18:56.0377,,ERROR,logfile,,
2025/01/20 17:18:58.983,SqlSugar,执行SQL错误事件,"SqlSugar.SqlSugarException: 中文提示 :  连接数据库过程中发生错误，检查服务器是否正常连接字符串是否正确，错误信息：Keyword not supported: 'port'..
English Message : Connection open error . Keyword not supported: 'port'. ",PC-20220610JUCQ,0001:CoreCms.Net.Web.WebApi, 1.0.0.0,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0\,CoreCms.Net.Loging.NLogUtil.WriteFileLog,34,F:\Git_Code\CoreShop\CoreCms.Net.Web.WebApi\bin\Debug\net8.0,8500,CoreCms.Net.Web.WebApi,C:\Users\Desktop,AdoProvider.ExecuteErrorEvent => <>c.<AddSqlSugarSetup>b__0_1 => NLogUtil.WriteFileLog,2025-01-20 17:18:58.9837,,ERROR,logfile,,
